,LoanNumber,DateApproved,BorrowerName,BorrowerAddress,BorrowerZip,LoanStatusDate,LoanStatus,Term,InitialApprovalAmount,CurrentApprovalAmount,UndisbursedAmount,RuralUrbanIndicator,BusinessAgeDescription,CD,JobsReported,Race,Ethnicity,BusinessType,Gender,Veteran,ForgivenessAmount,ForgivenessDate
824000,1376597402,05/04/2020,CRYSTAL WEAVER,1376 N WILLIAMS ST,80218-2656,02/03/2022,Paid in Full,24,4282.5,4282.5,0.0,U,New Business or 2 years or less,CO-01,1.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Veteran,4332.58,07/07/2021
824015,6798527406,05/15/2020,EVERGREEN DESIGN STUDIO,4410 Vallejo St,80211-1536,,Exemption 4,24,4276.0,4276.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4306.76,02/16/2021
824018,5644318205,08/08/2020,MR. FUZZLES LLC,APT 161 1750 LITTLE RAVEN ST,80202,02/16/2021,Paid in Full,60,4275.2,4275.2,0.0,U,Unanswered,CO-01,1.0,Unanswered,Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,4286.56,11/19/2020
824087,2805637307,04/29/2020,KIMBERLY WORDEKEMPER,4989 Valentia Street,80238,07/23/2021,Paid in Full,24,4260.0,4260.0,0.0,U,Unanswered,CO-01,1.0,Unanswered,Unknown/NotStated,Independent Contractors,Unanswered,Unanswered,4305.28,06/01/2021
824092,9389897306,05/02/2020,A & A NAILS COMPANY LLC,81 W ALAMEDA AVE,80223,03/23/2022,Paid in Full,24,4258.0,4258.0,0.0,U,Existing or more than 2 years old,CO-01,4.0,Unanswered,Unknown/NotStated,Self-Employed Individuals,Unanswered,Unanswered,4288.21,02/02/2021
824120,1378847703,05/01/2020,GLOBAL COLLABORATIONS LLC,601 W 11TH AVE APT 210,80204,05/22/2021,Paid in Full,24,4250.0,4250.0,0.0,U,New Business or 2 years or less,CO-01,3.0,Unanswered,Not Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Non-Veteran,4290.26,04/15/2021
824130,3151197703,05/01/2020,FRANK LEVY INC,451 E 58TH AVE # 4482,80216,05/21/2021,Paid in Full,24,4250.0,4250.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,4289.68,04/12/2021
824134,4577868200,08/06/2020,COLORADO VOLLEYBALL CONNECTION,4805 PRINCETON AVE W,80236,,Exemption 4,60,4250.0,4250.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,,
824176,4782137708,05/01/2020,LITTLE BEAR CONSULTING INC,1470 S QUEBEC WAY APT 123,80231,04/10/2021,Paid in Full,24,4245.0,4245.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,4282.45,03/25/2021
824198,2274477307,04/29/2020,ELEVATED SOMATICS,2806 NORTH SPEER BLVD,80211,06/11/2021,Paid in Full,24,4238.0,4238.0,0.0,U,New Business or 2 years or less,CO-01,1.0,Unanswered,Not Hispanic or Latino,Sole Proprietorship,Male Owned,Non-Veteran,4278.64,04/29/2021
824210,3405847404,05/07/2020,FRANK LOPEZ,715 WEST 8TH AVE.,80204,11/18/2021,Paid in Full,24,4234.0,4234.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Sole Proprietorship,Unanswered,Unanswered,4292.93,10/12/2021
824217,4821337702,05/01/2020,FIDDLIN LIZARD RECORDS LLC,3880 NEWTON ST,80211,05/11/2021,Paid in Full,24,4232.0,4232.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Sole Proprietorship,Unanswered,Unanswered,4272.12,04/23/2021
824227,9338217410,05/20/2020,EVENTEUR LLC,2125 S GRANT ST,80210-4425,02/06/2021,Paid in Full,24,4230.0,4230.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4258.05,01/20/2021
824246,1204497400,05/04/2020,STRUGGLE OF LOVE FOUNDATION,12000 E. 47TH AVE #112,80239,05/12/2021,Paid in Full,24,4224.0,4224.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Non-Profit Organization,Unanswered,Unanswered,4260.69,04/02/2021
824283,4118148001,06/25/2020,2M FLOORING AND WINDOW COVERINGS LLC,4100 ALBION ST UNIT 211,80216,,Exemption 4,60,4217.0,4217.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,,
824297,3520347707,05/01/2020,ANDREW PANCROFT,1545 S. St Paul Street,80210,,Exemption 4,5,4214.45,4214.45,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Self-Employed Individuals,Unanswered,Unanswered,,
824329,3237947704,05/01/2020,RECKLESS ABANDON LLC,3899 N Jackson St Bldg 9,80205,,Exemption 4,24,4207.0,4207.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4286.82,03/30/2022
824336,7402937704,05/01/2020,CHRIS LEWIS EDS LPC,677 GRANT ST N,80203,01/22/2021,Paid in Full,24,4206.0,4206.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,4232.29,12/16/2020
824369,2161987409,05/05/2020,TETIANA GROVE,8155 E FAIRMOUNT DR Unit 734,80230-6832,07/07/2021,Paid in Full,24,4200.0,4200.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Independent Contractors,Unanswered,Unanswered,4246.83,06/17/2021
824375,2859447108,04/11/2020,FISH ENTERPRISES,2530 W 29TH AVE,80211-3712,07/09/2021,Paid in Full,24,7500.0,4200.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Corporation,Female Owned,Unanswered,4247.72,06/04/2021
824445,8807147009,04/08/2020,S. POWELL ACCOUNTING SERVICES,1401 WEWATTA ST UNIT 804,80202-1125,05/18/2021,Paid in Full,24,4250.0,4200.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,4242.12,04/14/2021
824463,9664348100,07/28/2020,THAI NGUYEN,2398 PERRY ST,80219-5131,11/20/2021,Paid in Full,60,4200.0,4200.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Sole Proprietorship,Unanswered,Unanswered,4249.25,10/06/2021
824474,4949108208,08/07/2020,ERIC CONCRETE,1984 W 76 AVE APT 1405,80221-3310,11/19/2021,Paid in Full,60,4198.0,4198.0,0.0,U,New Business or 2 years or less,CO-07,2.0,Unanswered,Unknown/NotStated,Sole Proprietorship,Unanswered,Unanswered,4245.62,09/29/2021
824500,5086688205,08/07/2020,"BLUE KNIGHT SECURITY, LLC",3900 S Spruce St,80237-2153,08/21/2021,Paid in Full,60,4193.0,4193.0,0.0,U,Unanswered,CO-01,5.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4233.78,08/03/2021
824518,8941627404,05/19/2020,"OLD PORT HOLDINGS, LTD.",1 Broadway Ste 300A,80203-3900,,Exemption 4,24,4190.0,4190.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,,
824525,8104987704,05/01/2020,PURE DEAD BRILLIANT REAL ESTATE,3356 LOCUST ST,80207,06/18/2021,Paid in Full,24,4189.0,4189.0,0.0,U,New Business or 2 years or less,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4233.33,05/24/2021
824638,2411697703,05/01/2020,"PHIL PERRIN CONSULTING, LLC",9163 E 29TH PL,80238,05/22/2021,Paid in Full,24,4167.0,4167.0,0.0,U,New Business or 2 years or less,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4204.89,04/01/2021
824644,2736797402,05/06/2020,GRIFFIN HOME INSPECTIONS INC,1325 NORTH LAFAYETTE STREET,80218,10/21/2021,Paid in Full,24,4167.0,4167.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,4223.74,09/22/2021
824647,3173368006,06/24/2020,RESORT RATING SPECIALISTS,250 IVANHOE ST.,80220-5800,05/11/2021,Paid in Full,60,4167.0,4167.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,4200.11,04/13/2021
824653,3921917408,05/08/2020,VICTORY FINANCIAL MANAGEMENT LIMITED,801 S. CHERRY ST. UNIT # 396,80246,10/20/2021,Paid in Full,24,4167.0,4167.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,4222.26,09/08/2021
824662,5283727403,05/12/2020,STUDIO JANAK INC,4020 E 19TH AVE,80220,12/18/2021,Paid in Full,24,9213.0,4167.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,4226.02,10/28/2021
824686,9819237907,06/20/2020,DANKOBLERCOM INC,2896 ONEIDA ST,80207-3537,10/21/2021,Paid in Full,60,4167.0,4167.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,4218.26,09/15/2021
824703,6485128007,06/30/2020,SUSIE BERNARDI INC,STE 200 100 SAINT PAUL ST,80206,07/13/2021,Paid in Full,60,4166.67,4166.67,0.0,U,Unanswered,CO-01,1.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,4207.99,06/30/2021
824791,1815857705,05/01/2020,WESTERN SLOPE SIGNS AND SERVICE LLC,3148 Race St,80205,05/21/2021,Paid in Full,24,4165.0,4165.0,0.0,U,New Business or 2 years or less,CO-01,1.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,4202.87,04/01/2021
824808,3995967404,05/08/2020,TIGER TOOTH MARKETING LLC,1065 LAFAYETTE ST,80218,06/22/2021,Paid in Full,24,4165.0,4165.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,4206.53,05/06/2021
824852,8217787710,05/01/2020,"RESOURCE REALTY GROUP, LLC",1873 BELLAIRE ST S,80222,01/22/2021,Paid in Full,24,4165.0,4165.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,White,Not Hispanic or Latino,Corporation,Female Owned,Non-Veteran,4024.22,12/09/2020
824885,7045797406,05/15/2020,LYNN HEITER LCSW INC,"425 SOUTH CHERRY ST, SUITE 930",80246-1236,02/06/2021,Paid in Full,24,4160.0,4160.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Not Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Non-Veteran,4183.71,12/15/2020
824906,2900287307,04/29/2020,DAVID DEZEN DBA NONE,10200 E GIRARD AVE SUITE B410,80231,04/20/2021,Paid in Full,24,4155.0,4155.0,0.0,U,New Business or 2 years or less,CO-01,1.0,Unanswered,Unknown/NotStated,Sole Proprietorship,Unanswered,Unanswered,4192.28,03/19/2021
824937,4750947808,05/28/2020,CLINTON CREATIVE LLC,1340 N Corona Street Apt 5,80218-2000,03/19/2022,Paid in Full,24,4146.0,4146.0,0.0,U,New Business or 2 years or less,CO-01,1.0,Unanswered,Unknown/NotStated,Self-Employed Individuals,Unanswered,Unanswered,4205.07,11/12/2021
824946,4499447102,04/13/2020,"CAFE OF LIFE, IMLAY CITY, INC.",98 Wadsworth Blvd,80226-1518,03/19/2021,Paid in Full,24,4145.0,4145.0,0.0,U,Unanswered,CO-07,2.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,4179.41,02/25/2021
825004,9593467303,05/02/2020,HEALTHY SKINCARE SPA,1660 S ALBION STREET SUITE 301,80222,07/14/2021,Paid in Full,24,4127.0,4127.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Sole Proprietorship,Unanswered,Unanswered,4170.08,06/04/2021
825013,2189897408,05/05/2020,VISTRO INC,1795 S UMATILLA ST,80223-3737,11/19/2021,Paid in Full,24,4125.0,4125.0,0.0,U,Existing or more than 2 years old,CO-01,3.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,,
825021,6427417409,05/14/2020,"SANA BELLA SALON, LLC",3365 S WABASH CT,80231,09/21/2021,Paid in Full,24,4125.0,4125.0,0.0,U,New Business or 2 years or less,CO-01,1.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,4174.95,08/09/2021
825024,7847977806,06/04/2020,"J.T. DOWLING CPA, LLC",2854 VRAIN ST,80212-1519,07/20/2021,Paid in Full,24,4125.0,4125.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4165.68,05/27/2021
825025,8773168110,07/27/2020,INNISFREE PRESS,1760 N. LAFAYETTE STREET,80218-1117,07/13/2021,Paid in Full,60,4125.0,4125.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Sole Proprietorship,Unanswered,Unanswered,4161.5,06/17/2021
825070,8771688109,07/27/2020,EL COCULAS AUTO REPAIR,13431 E 37TH AVE,80239-5507,11/19/2021,Paid in Full,60,4114.0,4114.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4161.9,10/04/2021
825144,1808757309,04/28/2020,MU DENVER LLC,2350 MAGNOLIA ST,80207-3503,07/15/2021,Paid in Full,24,4100.0,4100.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Asian,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,4145.38,06/15/2021
825147,1932647406,05/05/2020,RISHI'S COMMUNITY YOGA LLC,2750 WADSWORTH BLVD S,80227,01/22/2021,Paid in Full,24,4100.0,4100.0,0.0,U,Existing or more than 2 years old,CO-07,22.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Non-Veteran,4124.83,12/14/2020
825190,3793188208,08/05/2020,RAYE REALTY LLC,2941 S. PERRY WAY,80236,10/09/2021,Paid in Full,60,4100.0,4100.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,4140.43,08/03/2021
825202,4265797306,04/29/2020,JUHDET'S CURLY HAIR STUDIO,1152 S Colorado Blvd,80246-3003,03/23/2021,Paid in Full,24,4100.0,4100.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Asian,Hispanic or Latino,Subchapter S Corporation,Female Owned,Non-Veteran,4124.37,02/23/2021
825210,4900438005,06/26/2020,"COLORADO EQUESTRIAN, LLC",2550 N Marion St,80205-5258,01/05/2021,Paid in Full,60,4100.0,4100.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4111.23,10/09/2020
825253,6633637101,04/14/2020,"WOOF ENCOUNTERS, 'LLC'",8720 E 29TH AVE,80238-2651,01/06/2022,Paid in Full,24,4100.0,4100.0,0.0,U,New Business or 2 years or less,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4167.88,12/09/2021
825267,7004008000,06/30/2020,DRIVER,4201 Fraser Way Apt 101,80239-5158,08/19/2021,Paid in Full,60,4100.0,4100.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Sole Proprietorship,Unanswered,Unanswered,4139.41,07/02/2021
825354,7383907307,04/30/2020,"2GW ENTERPRISES, LLC","7520 E Colfax Ave, Unit A",80220,08/18/2021,Paid in Full,24,4092.0,4092.0,0.0,U,Unanswered,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4138.94,07/09/2021
825397,6066978010,06/29/2020,STACEY LANE DESIGN LLC,1750 S LOGAN ST,80210-3124,10/20/2021,Paid in Full,60,4084.0,4084.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Sole Proprietorship,Unanswered,Unanswered,4134.02,09/21/2021
825420,5157768007,06/27/2020,DAN DEMUTH PERFORMANCE TRAINING,1776 BROADWAY,80202,,Exemption 4,40,4080.0,4080.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,,
825421,5962097308,04/30/2020,TRANSITIONS MARRIAGE AND RELATIONSHIP,1601 Lowell Blvd. Suite 1132,80204,05/21/2021,Paid in Full,24,4080.0,4080.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,4117.21,04/08/2021
825436,3332907810,05/26/2020,ON THE WALL INSTALLATIONS,811 32nd St.,80205-2728,05/21/2021,Paid in Full,24,4075.0,4075.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Sole Proprietorship,Unanswered,Non-Veteran,4111.39,04/21/2021
825450,4193267300,04/29/2020,"PATTERNS AND POPS, LLC",1620 PLATTE ST,80202,01/22/2021,Paid in Full,24,4072.0,4072.0,0.0,U,Existing or more than 2 years old,CO-01,6.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Non-Veteran,4096.21,12/02/2020
825454,7998157902,06/18/2020,RK INSTALLS LLC,1580 FOREST ST,80220,05/21/2021,Paid in Full,60,4072.0,4072.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4103.7,04/01/2021
825462,9417418100,07/28/2020,MEDICAL PARALEGAL SERVICES,2985 RALEIGH ST,80212,09/21/2021,Paid in Full,60,4070.0,4070.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,4112.15,08/12/2021
825480,9704727302,05/02/2020,NICE BUY AUTO SALES INC,3750 BRIGHTON BLVD,80216,05/12/2021,Paid in Full,24,4063.0,4063.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,4101.85,04/22/2021
825489,3833847400,05/08/2020,R B INSURANCE AGENCY,5303 E EVANS AVE UNIT 100,80222,11/18/2021,Paid in Full,24,4062.0,4062.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Not Hispanic or Latino,Corporation,Female Owned,Unanswered,4118.98,10/12/2021
825565,5646488105,07/19/2020,MOUNTAIN STAGE ADVISORY LLC,40 NEWPORT ST,80230,11/19/2021,Paid in Full,60,4045.0,4045.0,0.0,U,New Business or 2 years or less,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4093.78,10/12/2021
825567,6923877406,05/15/2020,LABURGET RESOURCES LLC,3015 South Ash St,80222,03/13/2021,Paid in Full,24,4045.0,4045.0,0.0,U,New Business or 2 years or less,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4074.21,02/09/2021
825657,8564137403,05/18/2020,ROSHYLE WALLER,4640 E ASBURY CIR 8,80222,,Exemption 4,24,4019.0,4019.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Self-Employed Individuals,Unanswered,Unanswered,,
825805,4699117200,04/27/2020,"LUNA LASH & ESTHETICS, LLC",8384 Northfield Blvd Suite 1240,80238,01/20/2021,Paid in Full,24,4000.0,4000.0,0.0,U,New Business or 2 years or less,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4023.67,12/04/2020
825829,6108228105,07/21/2020,CHACHOS'S TOWING LLC,6830 MORRISON DR,80221-2511,04/14/2021,Paid in Full,60,4000.0,4000.0,0.0,U,Existing or more than 2 years old,CO-07,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4024.99,03/10/2021
825845,7222757810,06/03/2020,PERFECTUS PRINTING CO.,4725 PARIS ST,80239-2803,10/22/2021,Paid in Full,24,4000.0,4000.0,0.0,U,New Business or 2 years or less,CO-01,3.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,4049.21,09/10/2021
825870,8825707309,05/01/2020,CONSCIOUS EDUCATION LLC,248 S HUMBOLDT ST,80209-2518,08/13/2021,Paid in Full,24,4000.0,4000.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4047.78,07/22/2021
825875,8872597000,04/09/2020,NEW ERA DISTRIBUTING,11337 Leyden St,80233-5534,05/22/2021,Paid in Full,24,4000.0,4000.0,0.0,U,Unanswered,CO-07,6.0,Unanswered,Unknown/NotStated,Partnership,Unanswered,Unanswered,4041.32,04/29/2021
825880,9182767305,05/01/2020,OUR THREE INITIALS LLC,2100 Curtis St,80205,,Exemption 4,1,4000.0,4000.0,0.0,U,Unanswered,CO-01,5.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Male Owned,Unanswered,,
825914,3934537302,04/29/2020,LAURE LEE MILLER,460 S MARION PKWY #704C,80209-2544,04/16/2021,Paid in Full,24,3992.0,3992.0,0.0,U,Unanswered,CO-01,1.0,Unanswered,Not Hispanic or Latino,Sole Proprietorship,Female Owned,Non-Veteran,4027.37,03/16/2021
825939,7788867905,06/17/2020,JEAN-PAUL GUDKA,2595 COLUMBINE ST S,80210,06/17/2021,Paid in Full,60,3987.0,3987.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Sole Proprietorship,Unanswered,Unanswered,4022.33,05/12/2021
825958,2178557906,06/11/2020,ANDREW DUDDERAR,950 SANTA DR,80204,02/17/2022,Paid in Full,60,3981.0,3981.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Sole Proprietorship,Unanswered,Unanswered,4043.7,01/04/2022
826039,9630947305,05/02/2020,1ST IN SERVICE ROOFING LLC,2210 CLEO ST,80229,11/19/2021,Paid in Full,24,3961.0,3961.0,0.0,U,New Business or 2 years or less,CO-07,1.0,Unanswered,Unknown/NotStated,Sole Proprietorship,Unanswered,Unanswered,4017.32,10/12/2021
826052,6344557301,04/30/2020,MARY CARTER,8056 GREENWOOD BLVD,80221-3745,04/16/2021,Paid in Full,24,3959.0,3959.0,0.0,U,New Business or 2 years or less,CO-07,1.0,Unanswered,Unknown/NotStated,Self-Employed Individuals,Unanswered,Unanswered,3992.98,03/15/2021
826067,4522037706,05/01/2020,NAMBIAR REAL ESTATE INC,2985 ALBION ST,80207,08/12/2021,Paid in Full,24,3958.0,3958.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,4004.52,07/12/2021
826068,4997928005,06/26/2020,ASPIRE RE SERVICES,1633 FILLMORE STREET SUITE406,80206,01/12/2022,Paid in Full,60,3958.0,3958.0,0.0,U,Existing or more than 2 years old,CO-01,3.0,Unanswered,Unknown/NotStated,Corporation,Female Owned,Non-Veteran,4015.8,12/15/2021
826087,7334897310,04/30/2020,SHERRY MANNING,4134 Shoshone St.,80211,03/09/2021,Paid in Full,24,3957.0,3957.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Independent Contractors,Unanswered,Unanswered,3988.11,02/19/2021
826088,7506897710,05/01/2020,RONNIE MAESTAS,2511 JULIAN ST S,80219,05/22/2021,Paid in Full,24,3957.0,3957.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Sole Proprietorship,Unanswered,Unanswered,3995.47,04/20/2021
826137,4843017701,05/01/2020,BRAD LIVENGOOD PHOTOGRAPHY &AMP; FILM LLC,2668 S PATTON CT,80219,05/08/2021,Paid in Full,24,3944.0,3944.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,3980.31,04/08/2021
